"","Class","Species","Activity","LogM","LogMR","Ta","MR","M","Applied.stress","No","Dataset","Respiration","Habitat","Habitat2","Respiration2","Individual","bmkleur","Tkleur"
"6231","fish","Scyliorhinus canicula","RMR",2.89652621748956,1.30969571276558,12,20.4030790762771,788,"none specified",9046,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 788",2,2
"6233","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.12037127395443,7,13.1938418474458,857,"none specified",9048,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6234","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.17588860180427,7,14.9930020993702,857,"none specified",9049,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6235","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.22510662447445,7,16.7921623512946,857,"none specified",9050,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6236","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.24034659103118,7,17.3918824352694,857,"none specified",9051,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6237","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.25506984785189,7,17.9916025192442,857,"none specified",9052,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6239","fish","Scyliorhinus canicula","RMR",2.9329808219232,1.2693102869665,7,18.591322603219,857,"none specified",9054,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus canicula 857",2,1
"6240","fish","Scyliorhinus stellaris","RMR",2.81954393554187,1.56213879804134,18.5,36.4870538838348,660,"none specified",9055,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 660",2,2
"6241","fish","Scyliorhinus stellaris","RMR",2.83569057149243,1.62514101485162,18.5,42.183344996501,685,"none specified",9056,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 685",2,2
"6242","fish","Scyliorhinus stellaris","RMR",2.83569057149243,1.77756835570951,18.5,59.9195241427572,685,"none specified",9057,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 685",2,2
"6243","fish","Scyliorhinus stellaris","RMR",3.23929947912689,1.76550848771151,17.5,58.2785164450665,1735,"none specified",9058,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 1735",3,2
"6244","fish","Scyliorhinus stellaris","RMR",3.26951294421792,1.85484340492119,17,71.5885234429671,1860,"none specified",9059,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 1860",3,2
"6245","fish","Scyliorhinus stellaris","RMR",3.3384564936046,1.89942760844843,16,79.3282015395381,2180,"none specified",9060,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2180",3,2
"6246","fish","Scyliorhinus stellaris","RMR",3.34242268082221,1.92775314152548,16,84.6745976207138,2200,"none specified",9061,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2200",3,2
"6247","fish","Scyliorhinus stellaris","RMR",3.36172783601759,1.24808829238485,16,17.704688593422,2300,"none specified",9062,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2300",3,2
"6248","fish","Scyliorhinus stellaris","RMR",3.36172783601759,1.60463561589866,16,40.2379286214136,2300,"none specified",9063,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2300",3,2
"6249","fish","Scyliorhinus stellaris","RMR",3.36172783601759,1.65385363856884,16,45.0664800559832,2300,"none specified",9064,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2300",3,2
"6250","fish","Scyliorhinus stellaris","RMR",3.40312052117582,0.85014828371281,18.3,7.08187543736879,2530,"none specified",9065,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2530",3,2
"6251","fish","Scyliorhinus stellaris","RMR",3.40312052117582,1.0931863323991,18.3,12.3932820153954,2530,"none specified",9066,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2530",3,2
"6252","fish","Scyliorhinus stellaris","RMR",3.44715803134222,0.991095806887268,19,9.79706088173548,2800,"none specified",9067,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2800",3,2
"6253","fish","Scyliorhinus stellaris","RMR",3.44715803134222,1.13722384256551,19,13.7158852344297,2800,"none specified",9068,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Scyliorhinus stellaris 2800",3,2
"6280","fish","Serranus scriba","RMR",0.612783856719735,-0.32214028403118,16,0.47627711686494,4.1,"none specified",9095,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Serranus scriba 4.1",1,2
"6281","fish","Solea solea","RMR",1.44715803134222,0.556943625560785,18,3.60531840447866,28,"none specified",9096,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 28",2,2
"6282","fish","Solea solea","RMR",1.56820172406699,0.714199490940006,18,5.17844646606018,37,"none specified",9097,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 37",2,2
"6283","fish","Solea solea","RMR",1.66275783168157,0.735612307504277,18.5,5.44016794961512,46,"none specified",9098,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 46",2,2
"6284","fish","Solea solea","RMR",1.79239168949825,0.867808382085558,18.5,7.37578726382085,62,"none specified",9099,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 62",2,2
"6285","fish","Solea solea","RMR",1.90308998699194,1.08850187304109,18.5,12.260321903429,80,"none specified",9100,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 80",2,2
"6286","fish","Solea solea","RMR",2.26717172840301,1.13332879868198,14,13.593421973408,185,"none specified",9101,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Solea solea 185",2,2
"6287","fish","Sparus auratus","RMR",1.89209460269048,1.04455841181272,18,11.0804758572428,78,"none specified",9102,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Sparus auratus 78",2,2
"6288","fish","Sparus auratus","RMR",1.89376176205794,1.04622557118019,19,11.1230930720784,78.3,"none specified",9103,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Sparus auratus 78.3",2,2
"6289","fish","Spinachia spinachia","RMR",-0.522878745280338,-1.12890771204552,18,0.0743177046885934,0.3,"none specified",9104,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Spinachia spinachia 0.3",1,2
"6290","fish","Spinachia spinachia","RMR",0.698970004336019,0.0929410375708364,18.5,1.23862841147656,5,"none specified",9105,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Spinachia spinachia 5",1,2
"6291","fish","Squalus acanthias","RMR",2,1.00932062699347,13,10.2169349195241,100,"none specified",9106,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 100",2,2
"6292","fish","Squalus acanthias","RMR",2.80617997398389,1.36715108882772,13,23.2890132960112,640,"none specified",9107,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 640",2,2
"6293","fish","Squalus acanthias","RMR",2.9731278535997,1.55845831430297,13,36.1791462561232,940,"none specified",9108,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 940",2,2
"6294","fish","Squalus acanthias","RMR",3.02118929906994,1.65148690528973,13,44.8215535339398,1050,"none specified",9109,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1050",3,2
"6295","fish","Squalus acanthias","RMR",3.04921802267018,1.7003657678631,13,50.1609517144857,1120,"none specified",9110,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1120",3,2
"6296","fish","Squalus acanthias","RMR",3.09342168516224,1.65439280000606,13,45.1224632610217,1240,"none specified",9111,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1240",3,2
"6297","fish","Squalus acanthias","RMR",3.19033169817029,1.71654070675491,13,52.0643806857943,1550,"none specified",9112,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1550",3,2
"6298","fish","Squalus acanthias","RMR",3.20817252666712,1.39556297869836,9,24.8635409377187,1615,"none specified",9113,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1615",3,1
"6299","fish","Squalus acanthias","RMR",3.24303804868629,1.82836850938957,13,67.3547935619314,1750,"none specified",9114,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1750",3,2
"6300","fish","Squalus acanthias","RMR",3.25815819334079,1.42534525928374,9,26.628411476557,1812,"none specified",9115,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1812",3,1
"6301","fish","Squalus acanthias","RMR",3.26810972980848,1.6315914408954,10,42.81455563331,1854,"none specified",9116,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1854",3,1
"6302","fish","Squalus acanthias","RMR",3.26810972980848,1.82064767711544,10,66.1679496151155,1854,"none specified",9117,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1854",3,1
"6303","fish","Squalus acanthias","MMR",3.26810972980848,2.06246750766242,10,115.46955913226,1854,"none specified",9118,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1854",3,1
"6304","fish","Squalus acanthias","RMR",3.2718416065365,1.8492031375685,13,70.664800559832,1870,"none specified",9119,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 1870",3,2
"6305","fish","Squalus acanthias","RMR",3.31386722036915,1.8578049959142,10,72.0783764870539,2060,"none specified",9120,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 2060",3,1
"6306","fish","Squalus acanthias","RMR",3.43136376415899,1.94842939330373,13,88.8033589923023,2700,"none specified",9121,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 2700",3,2
"6307","fish","Squalus acanthias","RMR",3.51851393987789,2.07105188718485,13,117.77466759972,3300,"none specified",9122,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 3300",3,2
"6308","fish","Squalus acanthias","RMR",3.54406804435028,2.15988782720145,11,144.506648005598,3500,"none specified",9123,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 3500",3,2
"6309","fish","Squalus acanthias","RMR",3.66275783168157,2.17982346082632,13,151.294611616515,4600,"none specified",9124,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 4600",3,2
"6310","fish","Squalus acanthias","RMR",3.76042248342321,2.29558633466076,13,197.508747375787,5760,"none specified",9125,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 5760",3,2
"6311","fish","Squalus acanthias","RMR",3.84757265914211,2.37378166772673,13,236.473058082575,7040,"none specified",9126,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 7040",3,2
"6312","fish","Squalus acanthias","RMR",3.89486965674525,2.33090203498078,13,214.240727781665,7850,"none specified",9127,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 7850",3,2
"6313","fish","Squalus acanthias","RMR",3.95279244304409,2.19570022292516,13,156.927921623513,8970,"none specified",9128,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Squalus acanthias 8970",3,2
"6318","fish","Stenobrachius leucopsarus","RMR",0.633468455579587,-0.74341252282774,5,0.180545836249125,4.3,"none specified",9133,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stenobrachius leucopsarus 4.3",1,1
"6319","fish","Stenobrachius leucopsarus","RMR",0.643452676486187,-0.511579552304783,10,0.307907627711687,4.4,"none specified",9134,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stenobrachius leucopsarus 4.4",1,1
"6327","fish","Stizostedion vitreum","MMR",1.85733249643127,0.878391526695979,20,7.55773268019594,72,"none specified",9142,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 72",2,2
"6328","fish","Stizostedion vitreum","RMR",1.86923171973098,0.691923096228854,20,4.91952414275717,74,"none specified",9143,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 74",2,2
"6329","fish","Stizostedion vitreum","MMR",1.95424250943932,0.995109933057588,20,9.88803358992302,90,"none specified",9144,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 90",2,2
"6330","fish","Stizostedion vitreum","MMR",2.09342168516224,1.11157572478354,20,12.9293212036389,124,"none specified",9145,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 124",2,2
"6334","fish","Stizostedion vitreum","RMR",2.23044892137827,0.92051473260156,20,8.32750174947516,170,"none specified",9149,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 170",2,2
"6335","fish","Stizostedion vitreum","RMR",2.23044892137827,0.926675041306379,20,8.44646606018195,170,"none specified",9150,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 170",2,2
"6336","fish","Stizostedion vitreum","RMR",2.23044892137827,1.01989936473747,23,10.4688593421973,170,"none specified",9151,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 170",2,3
"6340","fish","Stizostedion vitreum","RMR",2.25767857486918,0.96596920619867,20,9.24632610216935,181,"none specified",9155,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 181",2,2
"6342","fish","Stizostedion vitreum","RMR",2.25767857486918,1.07112929463215,23,11.7795661301609,181,"none specified",9157,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 181",2,3
"6345","fish","Stizostedion vitreum","MMR",2.3541084391474,1.41656015457034,20,26.0951714485654,226,"none specified",9160,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 226",2,2
"6346","fish","Stizostedion vitreum","MMR",2.3541084391474,1.42179268150401,20,26.4114765570329,226,"none specified",9161,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 226",2,2
"6347","fish","Stizostedion vitreum","MMR",2.3541084391474,1.45675478522562,23,28.6256123163051,226,"none specified",9162,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 226",2,3
"6348","fish","Stizostedion vitreum","MMR",2.39967372148104,1.44603861701052,20,27.9279216235129,251,"none specified",9163,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 251",2,2
"6349","fish","Stizostedion vitreum","RMR",2.46389298898591,1.12177411683779,20,13.2365290412876,291,"none specified",9164,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 291",2,2
"6350","fish","Stizostedion vitreum","MMR",2.50379068305718,1.46602974992198,20,29.2435269419174,319,"none specified",9165,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 319",2,2
"6351","fish","Stizostedion vitreum","RMR",2.56110138364906,1.29816375754857,20,19.8684394681596,364,"none specified",9166,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 364",2,2
"6352","fish","Stizostedion vitreum","RMR",2.69284691927723,1.35735862602813,20,22.7697690692792,493,"none specified",9167,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 493",2,2
"6353","fish","Stizostedion vitreum","RMR",2.73158876518674,1.41540562713302,20,26.0258922323303,539,"none specified",9168,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 539",2,2
"6354","fish","Stizostedion vitreum","RMR",2.82865989653532,1.54285938747533,20,34.9027291812456,674,"none specified",9169,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stizostedion vitreum 674",2,2
"6355","fish","Stomias atriventer","RMR",0.968482948553935,-0.423121286674098,10,0.377466759972008,9.3,"none specified",9170,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Stomias atriventer 9.3",1,1
"6357","fish","Symbolophorus californiensis","RMR",-0.0969100130080564,-1.31744379055546,5,0.0481455563331001,0.8,"none specified",9172,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Symbolophorus californiensis 0.8",1,1
"6358","fish","Synbranchus marmoratus","RMR",1.85125834871908,0.571287383319805,25,3.72638208537439,71,"none specified",9173,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 71",2,3
"6362","fish","Synbranchus marmoratus","RMR",1.98677173426624,0.664248418181511,25,4.61581525542337,97,"none specified",9177,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 97",2,3
"6364","fish","Synbranchus marmoratus","RMR",1.99563519459755,0.572996725629548,25,3.74107767669699,99,"none specified",9179,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 99",2,3
"6365","fish","Synbranchus marmoratus","RMR",2,0.447027762536992,25,2.79916025192442,100,"none specified",9180,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 100",2,3
"6367","fish","Synbranchus marmoratus","RMR",2.01703333929878,0.668181084491697,25,4.65780265920224,104,"none specified",9182,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 104",2,3
"6369","fish","Synbranchus marmoratus","RMR",2.16136800223497,0.738729533266973,25,5.47935619314206,145,"none specified",9184,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 145",2,3
"6370","fish","Synbranchus marmoratus","RMR",2.17897694729317,0.580247219269486,25,3.80405878236529,151,"none specified",9185,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Synbranchus marmoratus 151",2,3
"6376","fish","Syngnathus acus","RMR",0.845098040014257,0.135670014496884,18.5,1.3666899930021,7,"none specified",9191,"Fishbase","Branchial","Aquatic","Aquatic","Non-aerial","Syngnathus acus 7",1,2
